 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)_____________________     "3.0.2   R"
 Plasma_poloidal_perimeter_(m)___________________________________________ (pperim)______________________      2.6122E+01    
 Plasma_cross-sectional_area_(m2)________________________________________ (xarea)_______________________      3.3185E+01    
 Plasma_surface_area_(m2)________________________________________________ (sarea)_______________________      5.4434E+02 OP 
 Plasma_volume_(m3)______________________________________________________ (vol)_________________________      7.1230E+02 OP 
 Plasma_current_scaling_law_used_________________________________________ (icurr)_______________________              9    
 Plasma_current_(MA)_____________________________________________________ (plascur/1D6)_________________      2.3025E+01    
 Current_density_profile_factor__________________________________________ (alphaj)______________________      1.0000E-01    
 Plasma_internal_inductance,_li__________________________________________ (rli)_________________________      2.7000E-01    
 Vertical_field_at_plasma_(T)____________________________________________ (bvert)_______________________     -1.5205E+00    
 Vacuum_toroidal_field_at_R_(T)__________________________________________ (bt)__________________________      3.2000E+00    
 Average_poloidal_field_(T)______________________________________________ (bp)__________________________      1.1076E+00    
 Total_field_(sqrt(bp^2_+_bt^2))_(T)_____________________________________ (btot)________________________      3.3863E+00    
 Safety_factor_on_axis___________________________________________________ (q0)__________________________      2.8600E+00    
 Safety_factor_at_95%_flux_surface_______________________________________ (q95)_________________________      6.3065E+00 ITV
 Cylindrical_safety_factor_(qcyl)________________________________________ (qstar)_______________________      3.6966E+00    
 Total_plasma_beta_______________________________________________________ (beta)________________________      1.1503E-01 ITV
 Total_poloidal_beta_____________________________________________________ (betap)_______________________      1.0751E+00 OP 
 Total_toroidal_beta_____________________________________________________ ______________________________      1.2881E-01 OP 
 Fast_alpha_beta_________________________________________________________ (betaft)______________________      1.4425E-02 OP 
 Beam_ion_beta___________________________________________________________ (betanb)______________________      0.0000E+00 OP 
 (Fast_alpha_+_beam_physics_variables.beta)/(thermal_physics_variables.be (gammaft)_____________________      1.4339E-01 OP 
 Thermal_beta____________________________________________________________ ______________________________      1.0060E-01 OP 
 Thermal_poloidal_beta___________________________________________________ ______________________________      9.4030E-01 OP 
 Thermal_toroidal_physics_variables.beta_(=_beta-exp)____________________ ______________________________      1.1266E-01 OP 
 2nd_stability_physics_variables.beta_:_beta_p_/_(R/a)___________________ (eps*betap)___________________      5.9729E-01    
 2nd_stability_physics_variables.beta_upper_limit________________________ (epbetmax)____________________      1.3800E+00    
 Beta_g_coefficient______________________________________________________ (dnbeta)______________________      4.5000E+00    
 Normalised_thermal_beta_________________________________________________ ______________________________      2.7964E+00    
 Normalised_total_beta___________________________________________________ ______________________________      3.1974E+00    
 Normalised_toroidal_beta________________________________________________ (normalised_toroidal_beta)____      3.5805E+00    
 Limit_on_thermal_+_NB_beta______________________________________________ (betalim)_____________________      1.6189E-01    
 Plasma_thermal_energy_(J)_______________________________________________ ______________________________      4.9043E+08 OP 
 Total_plasma_internal_energy_(J)________________________________________ (total_plasma_internal_energy)      5.6075E+08 OP 
 Electron_temperature_(keV)______________________________________________ (te)__________________________      9.5609E+00 ITV
 Electron_temperature_on_axis_(keV)______________________________________ (te0)_________________________      1.8625E+01    
 Ion_temperature_(keV)___________________________________________________ (ti)__________________________      1.0173E+01    
 Ion_temperature_on_axis_(keV)___________________________________________ (ti0)_________________________      1.9817E+01    
 Electron_temp.,_density_weighted_(keV)__________________________________ (ten)_________________________      1.1952E+01    
 Electron_density_(/m3)__________________________________________________ (dene)________________________      1.2276E+20 ITV
 Electron_density_on_axis_(/m3)__________________________________________ (ne0)_________________________      2.2655E+20 OP 
 Line-averaged_electron_density_(/m3)____________________________________ (dnla)________________________      1.5829E+20 OP 
 Line-averaged_electron_density_/_Greenwald_density______________________ (dnla_gw)_____________________      8.6394E-01 OP 
 Ion_density_(/m3)_______________________________________________________ (dnitot)______________________      1.1181E+20 OP 
 Fuel_density_(/m3)______________________________________________________ (deni)________________________      1.0387E+20 OP 
 Total_impurity_density_with_Z_>_2_(no_He)_(/m3)_________________________ (dnz)_________________________      6.7518E+16 OP 
 Helium_ion_density_(thermalised_ions_only)_(/m3)________________________ (dnalp)_______________________      7.8473E+18 OP 
 Proton_density_(/m3)____________________________________________________ (dnprot)______________________      2.0479E+16 OP 
 Hot_beam_density_(/m3)__________________________________________________ (dnbeam)______________________      0.0000E+00 OP 
 Density_limit_from_scaling_(/m3)________________________________________ (dnelimt)_____________________      1.8322E+20 OP 
 Helium_ion_density_(thermalised_ions_only)_/_electron_density___________ (ralpne)______________________      6.3924E-02 ITV
 H__concentration________________________________________________________ (fimp(01))____________________      8.4633E-01 OP 
 He_concentration________________________________________________________ (fimp(02))____________________      6.3924E-02    
 Be_concentration________________________________________________________ (fimp(03))____________________      0.0000E+00    
 C__concentration________________________________________________________ (fimp(04))____________________      0.0000E+00    
 N__concentration________________________________________________________ (fimp(05))____________________      0.0000E+00    
 O__concentration________________________________________________________ (fimp(06))____________________      0.0000E+00    
 Ne_concentration________________________________________________________ (fimp(07))____________________      0.0000E+00    
 Si_concentration________________________________________________________ (fimp(08))____________________      0.0000E+00    
 Ar_concentration________________________________________________________ (fimp(09))____________________      0.0000E+00    
 Fe_concentration________________________________________________________ (fimp(10))____________________      0.0000E+00    
 Ni_concentration________________________________________________________ (fimp(11))____________________      0.0000E+00    
 Kr_concentration________________________________________________________ (fimp(12))____________________      0.0000E+00    
 Xe_concentration________________________________________________________ (fimp(13))____________________      5.0000E-04 ITV
 W__concentration________________________________________________________ (fimp(14))____________________      5.0000E-05    
 Average_mass_of_all_ions_(amu)__________________________________________ (aion)________________________      2.6857E+00 OP 
 Effective_charge________________________________________________________ (zeff)________________________      2.3175E+00    
 Density_profile_factor__________________________________________________ (alphan)______________________      8.0000E-01    
 Plasma_profile_model____________________________________________________ (ipedestal)___________________              1    
 Density_pedestal_r/a_location___________________________________________ (rhopedn)_____________________      9.5000E-01    
 Electron_density_pedestal_height_(/m3)__________________________________ (neped)_______________________      1.8401E+19 OP 
 Electron_density_at_pedestal_/_nGW______________________________________ (fgwped_out)__________________      1.0043E-01    
 Temperature_pedestal_r/a_location_______________________________________ (rhopedt)_____________________      9.2500E-01    
 Pedestal_scaling_switch_________________________________________________ (ieped)_______________________              0    
 Electron_temp._pedestal_height_(keV)____________________________________ (teped)_______________________      5.4300E+00    
 Electron_temp._at_separatrix_(keV)______________________________________ (tesep)_______________________      1.6000E-01    
 Electron_density_at_separatrix_(/m3)____________________________________ (nesep)_______________________      1.8308E+19    
 Electron_density_at_separatrix_/_nGW____________________________________ (fgwsep_out)__________________      9.9923E-02    
 Temperature_profile_index_______________________________________________ (alphat)______________________      1.5000E+00    
 Temperature_profile_index_beta__________________________________________ (tbeta)_______________________      2.0000E+00    
 Old_ASDEX_model_________________________________________________________ (dlimit(1))___________________      2.3741E+20 OP 
 Borrass_ITER_model_I____________________________________________________ (dlimit(2))___________________      5.1543E+20 OP 
 Borrass_ITER_model_II___________________________________________________ (dlimit(3))___________________      2.0652E+20 OP 
 JET_edge_radiation_model________________________________________________ (dlimit(4))___________________      1.0393E+22 OP 
 JET_simplified_model____________________________________________________ (dlimit(5))___________________      2.0094E+21 OP 
 Hugill-Murakami_Mq_model________________________________________________ (dlimit(6))___________________      7.2138E+19 OP 
 Greenwald_model_________________________________________________________ (dlimit(7))___________________      1.8322E+20 OP 
 Deuterium_fuel_fraction_________________________________________________ (fdeut)_______________________      5.0000E-01    
 Tritium_fuel_fraction___________________________________________________ (ftrit)_______________________      5.0000E-01    
 Total_fusion_power_(MW)_________________________________________________ (powfmw)______________________      1.7159E+03 OP 
 _=____D-T_fusion_power_(MW)_____________________________________________ (pdt)_________________________      1.7140E+03 OP 
 __+___D-D_fusion_power_(MW)_____________________________________________ (pdd)_________________________      1.9136E+00 OP 
 __+_D-He3_fusion_power_(MW)_____________________________________________ (pdhe3)_______________________      0.0000E+00 OP 
 Alpha_power:_total_(MW)_________________________________________________ (palpmw)______________________      3.4280E+02 OP 
 Alpha_power:_beam-plasma_(MW)___________________________________________ (palpnb)______________________      0.0000E+00 OP 
 Neutron_power_(MW)______________________________________________________ (pneutmw)_____________________      1.3718E+03 OP 
 Charged_particle_power_(excluding_alphas)_(MW)__________________________ (pchargemw)___________________      1.2470E+00 OP 
 Total_power_deposited_in_plasma_(MW)____________________________________ (tot_power_plasma)____________      4.6411E+02 OP 
 Bremsstrahlung_radiation_power_(MW)_____________________________________ (pbrempv*vol)_________________      6.4970E+01 OP 
 Line_radiation_power_(MW)_______________________________________________ (plinepv*vol)_________________      1.9580E+02 OP 
 Synchrotron_radiation_power_(MW)________________________________________ (psyncpv*vol)_________________      9.8608E-01 OP 
 Synchrotron_wall_reflectivity_factor____________________________________ (ssync)_______________________      7.0000E-01    
 Normalised_minor_radius_defining_'core'_________________________________ (coreradius)__________________      7.5000E-01    
 Fraction_of_core_radiation_subtracted_from_P_L__________________________ (coreradiationfraction)_______      7.0000E-01    
 Radiation_power_from_inner_zone_(MW)____________________________________ (pinnerzoneradmw)_____________      1.5748E+02 OP 
 Radiation_power_from_outer_zone_(MW)____________________________________ (pouterzoneradmw)_____________      1.0428E+02 OP 
 Total_radiation_power_from_inside_LCFS_(MW)_____________________________ (pradmw)______________________      2.6176E+02 OP 
 LCFS_radiation_fraction_=_total_radiation_in_LCFS_/_total_power_deposite (rad_fraction_LCFS)___________      5.6399E-01 OP 
 Nominal_mean_radiation_load_on_inside_surface_of_reactor_(MW/m2)________ (photon_wall)_________________      4.4240E-01 OP 
 Peaking_factor_for_radiation_wall_load__________________________________ (peakfactrad)_________________      1.0000E+00 IP 
 Maximum_permitted_radiation_wall_load_(MW/m^2)__________________________ (maxradwallload)______________      8.0000E-01 IP 
 Peak_radiation_wall_load_(MW/m^2)_______________________________________ (peakradwallload)_____________      4.4240E-01 OP 
 Fast_alpha_particle_power_incident_on_the_first_wall_(MW)_______________ (palpfwmw)____________________      1.7140E+01 OP 
 Nominal_mean_neutron_load_on_inside_surface_of_reactor_(MW/m2)__________ (wallmw)______________________      2.3186E+00 OP 
 Power_incident_on_the_divertor_targets_(MW)_____________________________ (ptarmw)______________________      4.0471E+01 OP 
 Fraction_of_power_to_the_lower_divertor_________________________________ (ftar)________________________      1.0000E+00 IP 
 Outboard_side_heat_flux_decay_length_(m)________________________________ (lambdaio)____________________      1.5700E-03 OP 
 Midplane_seperation_of_the_two_magnetic_closed_flux_surfaces_(m)________ (drsep)_______________________     -1.5000E-02 OP 
 Fraction_of_power_on_the_inner_targets__________________________________ (fio)_________________________      4.1000E-01 OP 
 Fraction_of_power_incident_on_the_lower_inner_target____________________ (fLI)_________________________      4.1000E-01 OP 
 Fraction_of_power_incident_on_the_lower_outer_target____________________ (fLO)_________________________      5.9000E-01 OP 
 Fraction_of_power_incident_on_the_upper_inner_target____________________ (fUI)_________________________      0.0000E+00 OP 
 Fraction_of_power_incident_on_the_upper_outer_target____________________ (fUO)_________________________      0.0000E+00 OP 
 Power_incident_on_the_lower_inner_target_(MW)___________________________ (pLImw)_______________________      1.6593E+01 OP 
 Power_incident_on_the_lower_outer_target_(MW)___________________________ (pLOmw)_______________________      2.3878E+01 OP 
 Power_incident_on_the_upper_innner_target_(MW)__________________________ (pUImw)_______________________      0.0000E+00 OP 
 Power_incident_on_the_upper_outer_target_(MW)___________________________ (pUOmw)_______________________      0.0000E+00 OP 
 Ohmic_heating_power_(MW)________________________________________________ (pohmmw)______________________      2.1945E-10 OP 
 Fraction_of_alpha_power_deposited_in_plasma_____________________________ (falpha)______________________      9.5000E-01    
 Fraction_of_alpha_power_to_electrons____________________________________ (falpe)_______________________      7.3831E-01    
 Fraction_of_alpha_power_to_ions_________________________________________ (falpi)_______________________      2.6169E-01    
 Ion_transport_(MW)______________________________________________________ (ptrimw)______________________      1.4690E+02 OP 
 Electron_transport_(MW)_________________________________________________ (ptremw)______________________      1.5158E+02 OP 
 Injection_power_to_ions_(MW)____________________________________________ (pinjimw)_____________________      0.0000E+00 OP 
 Injection_power_to_electrons_(MW)_______________________________________ (pinjemw)_____________________      1.3721E+02 OP 
 Ignited_plasma_switch_(0=not_ignited,_1=ignited)________________________ (ignite)______________________              0    
 Power_into_divertor_zone_via_charged_particles_(MW)_____________________ (pdivt)_______________________      2.0236E+02 OP 
 Pdivt_/_R_ratio_(MW/m)_(On_peak_divertor)_______________________________ (pdivmax/physics_variables.rma      5.6210E+01 OP 
 Pdivt_Bt_/_qAR_ratio_(MWT/m)_(On_peak_divertor)_________________________ (pdivmaxbt/qar)_______________      1.5845E+01 OP 
 ITER_1996_scaling:_nominal_(MW)_________________________________________ (pthrmw(1))___________________      2.1765E+01 OP 
